periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,033B-CD01b. Malaria (diagnosed) - Deaths,033B-AP02. Total OPD,033B-CD01a. Malaria (diagnosed)  - Cases,033B-MA01. Suspected Malaria (Fever),033B-TR08. RDT (Malaria) Tests,033B-TR01. ACT (Tablets),033B-MA02. Cases Tested with RDT,033B-MA03. RDT Positive Cases,033B-MA04. Cases Tested with Microscopy,033B-MA05. Microscopy Positive Cases
2022,2022,2022,,MOH - Uganda,South Central,Masaka City,Kabonera Subcounty,Africa with Love Clinic,PGeRjyaiGsg,Africa with Love Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Kawempe Division,African Centre For Treatment and Rehabilitation Of Torture Victims HC II,hqnNEwgPs0M,African Centre For Treatment and Rehabilitation Of Torture Victims HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Bukedi,Tororo District,Malaba Town Council,Africure Medical Center,Gv6gOC3pJAJ,Africure Medical Center,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kigezi,Kisoro District,Southern Division (Kisoro MC),Afya Clinic,gXiG10Hmt7w,Afya Clinic,,,,716.0,10.0,244.0,886.0,52374.0,244.0,9.0,,
2022,2022,2022,,MOH - Uganda,Tooro,Kasese District,Central Division (Kasese MC),Afya Kamili HC III,d8wJvZXLzrK,Afya Kamili HC III,,,,3042.0,324.0,1890.0,1019.0,5806.0,1267.0,106.0,587.0,127.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Central Division (Kampala CCA),Aga Khan Acacia Clinic HC II,vLAcz6G3NjH,Aga Khan Acacia Clinic HC II,,,,10717.0,134.0,1380.0,2426.0,1677.0,1360.0,127.0,1115.0,115.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Nakawa Division,Aga Khan Bugolobi Clinic HC II,jbatTSEbtsn,Aga Khan Bugolobi Clinic HC II,,,,617.0,8.0,198.0,72.0,389.0,198.0,8.0,8.0,7.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Central Division (Kampala CCA),Aga Khan DTB Clinic HC II,aZC9r2VDNby,Aga Khan DTB Clinic HC II,,,,4695.0,69.0,894.0,4789.0,2361.0,901.0,69.0,26.0,4.0
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Kira Division,Agali Awamu Medical Centre HC III,c9KVejXGqhP,Agali Awamu Medical Centre HC III,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Lango,Lira District,Agali Subcounty,Agali HC III,I9nJzN3m8qL,Agali HC III,,,,8673.0,4511.0,6805.0,31137.0,423670.0,5730.0,3877.0,1069.0,632.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Rubaga Division,Agali Top Quality Clinic HC II,jNdtzzeIbNg,Agali Top Quality Clinic HC II,,,,192.0,68.0,385.0,34.0,4913.0,,,334.0,139.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Rubaga Division,Agaliawamu Clinic,vQnCilUme6q,Agaliawamu Clinic,,,,3161.0,1035.0,1734.0,,8664.0,,,1562.0,952.0
2022,2022,2022,,MOH - Uganda,Lango,Apac District,Ibuje Subcounty,Aganga HC II,Qjo6d9XrGLZ,Aganga HC II,,,,2042.0,1320.0,1931.0,119750.0,1426212.0,1931.0,1283.0,,
2022,2022,2022,,MOH - Uganda,Lango,Kole District,Aboke Subcounty,Agape Drugshop,vR1NTVCPAox,Agape Drugshop,,,,207.0,98.0,147.0,190.0,2771.0,147.0,89.0,,
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Kasangati Town Council,Agape Medical Centre HC III,JaIYQr2BXHb,Agape Medical Centre HC III,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,North Central,Kiboga District,Kiboga Town Council,Agape Nursing Home HC III,Jap4sosMZZN,Agape Nursing Home HC III,,,,1502.0,200.0,468.0,,,,,468.0,161.0
2022,2022,2022,,MOH - Uganda,Teso,Kumi District,Mukongoro Subcounty,Agaria HC II,l9hCccYpw87,Agaria HC II,,,,9035.0,4517.0,8552.0,557137.0,1575414.0,8552.0,5952.0,,
2022,2022,2022,,MOH - Uganda,Lango,Oyam District,Ngai Subcounty,Ageno Drugshop,Pt5JdbbEF6k,Ageno Drugshop,,,,1407.0,524.0,172.0,1011.0,7798.0,160.0,145.0,,
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Nansana Division,Ages Health Care HC II,CSzg0bIBkCh,Ages Health Care HC II,,,,1306.0,79.0,1006.0,1322.0,3474.0,849.0,70.0,156.0,38.0
2022,2022,2022,,MOH - Uganda,Tooro,Fort Portal City,Central Division,Ageteraine Nursing Home HC II,Qlkl4NZqpFm,Ageteraine Nursing Home HC II,,,,582.0,36.0,281.0,570.0,3493.0,151.0,38.0,118.0,49.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Makindye Division,Aggie Pharmacy & Clinic HC II,ewuJHi84Wld,Aggie Pharmacy & Clinic HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,West Nile,Zombo District,Warr Subcounty,Agiermach HC III,vFo5oNkc7Nn,Agiermach HC III,,,,1626.0,579.0,1399.0,23955.0,257292.0,1256.0,565.0,144.0,38.0
2022,2022,2022,,MOH - Uganda,Teso,Soroti District,Arapai Subcounty,Agirigiroi HC II,PCvI4E289K1,Agirigiroi HC II,,,,3617.0,4215.0,3270.0,218179.0,717420.0,3270.0,2476.0,,
2022,2022,2022,,MOH - Uganda,West Nile,Adjumani District,Ciforo Subcounty,Agojo HC II,a8NfqlGUC18,Agojo HC II,,,,10488.0,4342.0,8377.0,119108.0,2173555.0,8086.0,4740.0,230.0,167.0
2022,2022,2022,,MOH - Uganda,Teso,Kapelebyong District,Okungur Subcounty,Agonga HC II,EWb0gMfNpiq,Agonga HC II,,,,3699.0,1975.0,3350.0,170825.0,8623980.0,3350.0,1975.0,,
2022,2022,2022,,MOH - Uganda,Acholi,Gulu City,Gulu West,Agonga Karine Community HC II,CkUZza1MI3Y,Agonga Karine Community HC II,,,,2118.0,642.0,1723.0,11650.0,478600.0,1114.0,423.0,596.0,201.0
2022,2022,2022,,MOH - Uganda,Acholi,Lamwo District,Agoro Subcounty,Agoro HC III,tvKjvN8d4rR,Agoro HC III,,,1.0,17103.0,7190.0,12376.0,177315.0,4832586.0,12314.0,7477.0,19.0,15.0
2022,2022,2022,,MOH - Uganda,Teso,Ngora District,Ngora Subcounty,Agu HC III,S70E0FJrMtU,Agu HC III,,,,7110.0,4409.0,7048.0,770992.0,3155077.0,7007.0,4392.0,28.0,17.0
2022,2022,2022,,MOH - Uganda,Bukedi,Pallisa District,Agule Subcounty,Agule  Prison Clinic,cVcvIS0HJ12,Agule  Prison Clinic,,,,160.0,90.0,96.0,842.0,13038.0,96.0,76.0,,
2022,2022,2022,,MOH - Uganda,Bukedi,Pallisa District,Agule Subcounty,Agule Community HC III,ULxokAFLmD2,Agule Community HC III,,,,1203.0,312.0,631.0,1653.0,3380.0,625.0,246.0,6.0,4.0
2022,2022,2022,,MOH - Uganda,Bukedi,Pallisa District,Agule Town Council,Agule HC III,aMrHxMQoKXP,Agule HC III,,,,13725.0,8054.0,12459.0,241825.0,2772748.0,11851.0,7504.0,638.0,402.0
2022,2022,2022,,MOH - Uganda,Lango,Oyam District,Loro Subcounty,Agulurude HC III,aes9vvQi4Df,Agulurude HC III,,,,15443.0,10144.0,12837.0,199053.0,671340.0,12345.0,9546.0,491.0,190.0
2022,2022,2022,,MOH - Uganda,Teso,Kumi District,Nyero Subcounty,Agurut HC II,D6wxWnyZ0vc,Agurut HC II,,,,8462.0,5338.0,7951.0,609383.0,1360818.0,7948.0,5106.0,2.0,2.0
2022,2022,2022,,Dokolo District,Agwata Subcounty,Agwatta HC III,,,sYHZIUFx50X,Agwatta HC III,,,,19156.0,10520.0,15698.0,218881.0,1989960.0,14893.0,9984.0,805.0,434.0
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Bweyogerere Division,Ahamadine Day Care Clinic HC II,U96HiItNahB,Ahamadine Day Care Clinic HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Bugisu,Mbale City,Northern Division (Mbale MC),Ahamadiya HC IV,potmv2l4HbN,Ahamadiya HC IV,,,,4256.0,182.0,1945.0,5001.0,161037.0,824.0,68.0,1121.0,117.0
2022,2022,2022,,MOH - Uganda,Tooro,Kamwenge District,Kahunge Subcounty,Ahumuza Winnie Consultants Clinic,r4O4WMmqbS8,Ahumuza Winnie Consultants Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Teso,Kumi District,Southern Division (Kumi MC),Aica Medical Centre,ZBPe0cQ3opj,Aica Medical Centre,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,West Nile,Arua City,Arua Hill Division,AIDS Information Centre (Arua) Special Clinic,XpJak3aZzRX,AIDS Information Centre (Arua) Special Clinic,,,,306.0,,23.0,2399.0,13320.0,21.0,5.0,,
2022,2022,2022,,MOH - Uganda,Busoga,Jinja City,Central Division (Jinja MC),AIDS Information Centre (Jinja) Special Clinic,ndyRWKL0fDH,AIDS Information Centre (Jinja) Special Clinic,,,,1899.0,,7.0,,,,,,
2022,2022,2022,,MOH - Uganda,Kigezi,Kabale District,Southern Division (Kabale MC),AIDS Information Centre (Kabale) Special Clinic,s0sTvb5DnDP,AIDS Information Centre (Kabale) Special Clinic,,,,298.0,,4.0,,,,,4.0,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Central Division (Kampala CCA),AIDS Information Centre (Kampala) Special Clinic,rxoAz9lkuSi,AIDS Information Centre (Kampala) Special Clinic,,,,8374.0,,,,,,,,
2022,2022,2022,,MOH - Uganda,Lango,Lira City,Central Division (Lira MC),AIDS Information Centre (Lira) Special Clinic,b27exHAFNPv,AIDS Information Centre (Lira) Special Clinic,,,,88.0,3.0,10.0,218.0,26809.0,3.0,2.0,3.0,1.0
2022,2022,2022,,MOH - Uganda,Bugisu,Mbale City,Mbale Industrial Division,AIDS Information Centre (Mbale) Special Clinic,v9p3jFvYYtP,AIDS Information Centre (Mbale) Special Clinic,,,,1117.0,,50.0,,,,,31.0,6.0
2022,2022,2022,,MOH - Uganda,Ankole,Mbarara City,Kakoba Division,AIDS Information Centre (Mbarara) Special Clinic,sPWbPZtb3ut,AIDS Information Centre (Mbarara) Special Clinic,,,,129.0,,2.0,,,,,2.0,
2022,2022,2022,,MOH - Uganda,Teso,Soroti City,Western Division (Soroti MC),AIDS Information Centre (Soroti) HC II,p0gQCb29YsS,AIDS Information Centre (Soroti) HC II,,,,292.0,1.0,14.0,2702.0,,10.0,2.0,3.0,1.0
2022,2022,2022,,MOH - Uganda,West Nile,Moyo District,Moyo Town Council,Aim Medical Centre Clinic,F8yBwdNB8LA,Aim Medical Centre Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Teso,Kapelebyong District,Okungur Subcounty,Airabet HC II,MWw3vC4RH99,Airabet HC II,,,,3758.0,2146.0,3015.0,58626.0,5458380.0,3015.0,1870.0,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Rubaga Division,Aisha Domiciliary Clinic,khbm0rn5EcC,Aisha Domiciliary Clinic,,,,659.0,155.0,397.0,1132.0,2064.0,363.0,144.0,,
2022,2022,2022,,MOH - Uganda,Lango,Oyam District,Minakulu Subcounty,Ajaga HC III,n5PljkZC3KG,Ajaga HC III,,,,103.0,48.0,65.0,575.0,,65.0,48.0,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Central Division (Kampala CCA),Ajax Dental Clinic HC II,z0WgPYIyThL,Ajax Dental Clinic HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Teso,Kapelebyong District,Acowa Subcounty,Ajeleik HC II,arSaR3TWlZL,Ajeleik HC II,,,,4696.0,3520.0,4083.0,86175.0,4690480.0,4074.0,3121.0,,
2022,2022,2022,,MOH - Uganda,Teso,Ngora District,Mukura Subcounty,Ajeluk HC III,X8l6y8IN4z9,Ajeluk HC III,,,,10413.0,5975.0,8679.0,770095.0,2739051.0,8587.0,5644.0,98.0,60.0
2022,2022,2022,,MOH - Uganda,West Nile,Adjumani District,Itirikwa Subcounty,Ajeri HC II,OLccBxRpUXk,Ajeri HC II,,,,5620.0,3677.0,4991.0,72282.0,1069992.0,4991.0,4079.0,,
2022,2022,2022,,MOH - Uganda,West Nile,Arua District,Ajia Subcounty,Ajia HC III,apgOmUgDNge,Ajia HC III,,,,3711.0,1691.0,2995.0,65015.0,9944040.0,2986.0,1752.0,4.0,4.0
2022,2022,2022,,MOH - Uganda,West Nile,Maracha District,Paranga Subcounty,Ajikoro HC III,oexw63IOiAD,Ajikoro HC III,,,,8853.0,5969.0,7799.0,366241.0,1715482.0,7585.0,5263.0,4.0,2.0
2022,2022,2022,,MOH - Uganda,West Nile,Adjumani District,Dzaipi Subcounty,Ajugopi HC II,EP9BtvXaTsa,Ajugopi HC II,,,126.0,6266.0,4660.0,5816.0,76475.0,1897020.0,5362.0,4097.0,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Rubaga Division,Aka Medical Care Centre HC II,tNZbbbWZuc9,Aka Medical Care Centre HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Lango,Kwania District,Abongomola Subcounty,Akali HC II,Vk97ZCCRqHI,Akali HC II,,,,9855.0,5524.0,7784.0,50792.0,271148.0,7744.0,5240.0,59.0,37.0
2022,2022,2022,,MOH - Uganda,Lango,Kole District,Akalo Subcounty,Akalo HC III,h9Jydxolx2q,Akalo HC III,,,,8977.0,6784.0,7854.0,117175.0,1660860.0,6279.0,4441.0,1575.0,938.0
2022,2022,2022,,MOH - Uganda,Busoga,Jinja District,Butagaya Subcounty,Akambye Health,XqLaFT52ll0,Akambye Health,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Lango,Lira District,Ogur Subcounty,Akangi HC II,ApVyWDny4Sz,Akangi HC II,,,,9005.0,5503.0,6599.0,18563.0,539946.0,6573.0,5450.0,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Makindye Division,Akankwasa Dental Clinic HC II,fY7C3FiX3rP,Akankwasa Dental Clinic HC II,,,,1926.0,,,,,,,,
2022,2022,2022,,MOH - Uganda,Teso,Amuria District,Akeriau Subcounty,Akeriau HC III,lGdKcxEQz4E,Akeriau HC III,,,,12389.0,6208.0,7825.0,1431934.0,1604904.0,7825.0,4506.0,,
2022,2022,2022,,MOH - Uganda,Teso,Katakwi District,Ongongoja Subcounty,Aketa HC III,fFMFDu21aWq,Aketa HC III,,,,12892.0,6415.0,12270.0,72150.0,708944.0,9852.0,5903.0,2426.0,2028.0
2022,2022,2022,,MOH - Uganda,Lango,Lira City,Adekokwok Subcounty,Akia St. Francis HC II,XLZVJib9KN7,Akia St. Francis HC II,,,,,14.0,,,,,,,
2022,2022,2022,,MOH - Uganda,Teso,Kumi District,Ongino Subcounty,Akide HC II,Kf1o8kvbbaS,Akide HC II,,,,6353.0,4332.0,5388.0,566610.0,2621160.0,5388.0,3615.0,,
2022,2022,2022,,MOH - Uganda,Acholi,Kitgum District,Orom Subcounty,Akilok HC II,GHx4dLfIox3,Akilok HC II,,,1.0,4948.0,2656.0,4145.0,102589.0,609764.0,3857.0,2319.0,,
2022,2022,2022,,MOH - Uganda,West Nile,Madi-Okollo District,Okollo Subcounty,Akino HC II,J030lvmEXQ2,Akino HC II,,,,8701.0,5980.0,7614.0,17673.0,158962057.0,7614.0,5892.0,,
2022,2022,2022,,MOH - Uganda,Bukedi,Pallisa District,Akisim Subcounty,Akisim HC III,ifs5NYGlbkE,Akisim HC III,8008025736617,,,133.0,103.0,93.0,475.0,3120.0,1130.0,103.0,,
2022,2022,2022,,MOH - Uganda,Teso,Serere District,Olio Subcounty,Akoboi (Serere) HC II,xEN68HYkacl,Akoboi (Serere) HC II,,,,8625.0,5506.0,8039.0,759205.0,722798.0,8041.0,5014.0,6.0,
2022,2022,2022,,MOH - Uganda,Teso,Katakwi District,Katakwi Subcounty,Akoboi HC II,usd4FQttAvy,Akoboi HC II,,,,6607.0,709.0,6117.0,24925.0,861140.0,6113.0,4079.0,,
2022,2022,2022,,MOH - Uganda,Lango,Apac District,Akokoro Subcounty,Akokoro HC III,rjOHz4O83zh,Akokoro HC III,,,,8374.0,4827.0,7047.0,321601.0,11837150.0,6361.0,4536.0,636.0,432.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Kawempe Division,Akugoba Domecillian HC II,TAljihCTOJH,Akugoba Domecillian HC II,,,,2539.0,185.0,1482.0,620.0,6000.0,332.0,75.0,1150.0,108.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Kawempe Division,Akugoba HC III,ErYS7SJW4ZT,Akugoba HC III,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Kira Division,Akugoba Medical Clinic,lhSlFHmI1yT,Akugoba Medical Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Acholi,Kitgum District,Lagoro Subcounty,Akuna Laber HC III,aWMoXZucGiV,Akuna Laber HC III,,,,11639.0,6792.0,9393.0,205573.0,235622.0,12738.0,6668.0,175.0,138.0
2022,2022,2022,,MOH - Uganda,Teso,Bukedea District,Bukedea Subcounty,Akuoro HC III,igQEGimwVo2,Akuoro HC III,,,,9591.0,3655.0,8724.0,11837066.0,771312.0,8724.0,4781.0,10.0,1.0
2022,2022,2022,,MOH - Uganda,Lango,Alebtong District,Akura Subcounty,Akura HC II,zkvmBd2YoxG,Akura HC II,,,,10010.0,7142.0,8891.0,25025.0,1080560.0,8891.0,7560.0,,
2022,2022,2022,,MOH - Uganda,Teso,Katakwi District,Toroma Subcounty,Akurao HC II,go8pa2yrjbk,Akurao HC II,,,,8761.0,6122.0,9513.0,28250.0,1375466.0,7513.0,5449.0,,
2022,2022,2022,,MOH - Uganda,Acholi,Kitgum District,Orom Subcounty,Akurumor HC II,QgpawnbKpCj,Akurumor HC II,,,,2824.0,1572.0,2597.0,105375.0,570982.0,2597.0,1552.0,,
2022,2022,2022,,MOH - Uganda,Lango,Oyam District,Iceme Subcounty,Akwangi HC II,z035qUkEmvF,Akwangi HC II,,,,7306.0,5638.0,6791.0,186314.0,913157.0,6232.0,5081.0,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Central Division (Kampala CCA),Akwata Empora Clinic HC II,JqnkRzo5i03,Akwata Empora Clinic HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Bunyoro,Kagadi District,Mabaale Town Council,Akwehaire Maternity Clinic,LM1WpLYwQXt,Akwehaire Maternity Clinic,,,,203.0,149.0,149.0,208.0,2123.0,149.0,78.0,,
2022,2022,2022,,MOH - Uganda,Acholi,Lamwo District,Palabek Ogili Subcounty,Akworo HC II,pkhPSHZSnr3,Akworo HC II,,,,37020.0,20156.0,28446.0,126425.0,1535746.0,28274.0,18761.0,200.0,67.0
2022,2022,2022,,MOH - Uganda,West Nile,Nebbi District,Akworo Subcounty,Akworo HC III,gBiYU9OJgsv,Akworo HC III,,,,16970.0,11102.0,16589.0,271780.0,17607189.0,16573.0,11659.0,17.0,4.0
2022,2022,2022,,MOH - Uganda,North Central,Buikwe District,Central Division (Njeru MC),Al-Hijira HC III,SYUCRivGRom,Al-Hijira HC III,,,,2618.0,715.0,2219.0,11725.0,130320.0,2002.0,610.0,218.0,93.0
2022,2022,2022,,MOH - Uganda,Busoga,Jinja City,Mpumudde Kimaka Division,Al-Shafa Medical Centre Hospital,qXap2NIu04L,Al-Shafa Medical Centre Hospital,,,,11276.0,472.0,3662.0,2931.0,10600.0,2997.0,370.0,649.0,81.0
2022,2022,2022,,MOH - Uganda,Lango,Apac District,Ibuje Subcounty,Alado HC II,CVoCN3sspyt,Alado HC II,,,,9670.0,6086.0,7325.0,80873.0,1644804.0,7325.0,5194.0,,
2022,2022,2022,,MOH - Uganda,Karamoja,Amudat District,Amudat Subcounty,Alakas HC II,etUWDKFTBfq,Alakas HC II,,,,3641.0,1792.0,3177.0,85674.0,1351992.0,3177.0,1803.0,,
2022,2022,2022,,MOH - Uganda,West Nile,Zombo District,Alangi Subcounty,Alangi HC III,apEUhKfLxjY,Alangi HC III,,,,9886.0,5220.0,10456.0,53850.0,8119099.0,7939.0,4876.0,806.0,400.0
2022,2022,2022,,MOH - Uganda,Lango,Otuke District,Alango Subcounty,Alango HC II,YkLkGLk2Xxz,Alango HC II,,,,5436.0,3804.0,4297.0,222227.0,1297250.0,4234.0,3433.0,,
2022,2022,2022,,MOH - Uganda,Lango,Alebtong District,Abako Subcounty,Alanyi HC III,pk373UmcJEF,Alanyi HC III,,,12.0,4812.0,1931.0,2754.0,51980.0,430491.0,2610.0,1516.0,136.0,78.0
2022,2022,2022,,MOH - Uganda,Lango,Oyam District,Acaba Subcounty,Alao Drugshop,ENFLbDDrMqD,Alao Drugshop,,,,235.0,16.0,105.0,70.0,164.0,105.0,52.0,,
2022,2022,2022,,MOH - Uganda,Lango,Oyam District,Acaba Subcounty,Alao HC II,ZQ98MZqjZIl,Alao HC II,,,,7970.0,5632.0,7195.0,123976.0,717714.0,7204.0,5359.0,,
2022,2022,2022,,Dokolo District,Bata Subcounty,Alapata HC II,,,qBVBH0yzctn,Alapata HC II,,,,5574.0,3523.0,3823.0,13691.0,164906.0,3474.0,2890.0,,
2022,2022,2022,,MOH - Uganda,Lango,Alebtong District,Alebtong Town Council,Alebtong HC IV,RdmsO9Kftg9,Alebtong HC IV,,,,30094.0,14266.0,19686.0,94225.0,2355410.0,19207.0,14121.0,479.0,225.0
2022,2022,2022,,MOH - Uganda,Lango,Alebtong District,Alebtong Town Council,Alebtong Prison HC II,CDfpt3qoQui,Alebtong Prison HC II,,,,1611.0,254.0,642.0,2030.0,85770.0,642.0,456.0,,
2022,2022,2022,,MOH - Uganda,Lango,Alebtong District,Aloi Subcounty,Alelluyah Joint Maternity Clinic,taqtXzzxCQm,Alelluyah Joint Maternity Clinic,,,,742.0,234.0,371.0,6974.0,23910.0,371.0,229.0,,
2022,2022,2022,,MOH - Uganda,Lango,Amolatar District,Amolatar Town Council,Alemere Medical Aid HC II,OMRlmYUqpLa,Alemere Medical Aid HC II,,,,3021.0,1757.0,2293.0,3385.0,65383.0,2201.0,1888.0,22.0,16.0
2022,2022,2022,,MOH - Uganda,Tooro,Kabarole District,Kiko Town Council,Alenda Medical Centre,MXms6SQUOrd,Alenda Medical Centre,,,,110.0,39.0,98.0,125.0,1066.0,93.0,50.0,,
2022,2022,2022,,MOH - Uganda,Lango,Apac District,Ibuje Subcounty,Alenga HC III,eR77udlIWIM,Alenga HC III,,,,2803.0,1574.0,2498.0,14225.0,230910.0,1868.0,1164.0,627.0,410.0
2022,2022,2022,,MOH - Uganda,Teso,Amuria District,Willa Subcounty,Alere (Amuria) HC II,yV1l7X3U9ZG,Alere (Amuria) HC II,,,,8549.0,2407.0,6538.0,1316352.0,3345684.0,6381.0,3278.0,1.0,1.0
2022,2022,2022,,MOH - Uganda,West Nile,Adjumani District,Pachara Subcounty,Alere HC II,COA705FeCbj,Alere HC II,,,,16035.0,6814.0,9794.0,60615.0,874920.0,7778.0,5955.0,195.0,115.0
2022,2022,2022,,MOH - Uganda,Karamoja,Abim District,Alerek Subcounty,Alerek HC III,RLWAwgTDjSJ,Alerek HC III,,,,9103.0,3506.0,6334.0,139273.0,1323754.0,6331.0,3420.0,136.0,87.0
2022,2022,2022,,MOH - Uganda,Acholi,Nwoya District,Alero Subcounty,Alero HC III,EPyMwPkmKPx,Alero HC III,,,,19536.0,9386.0,14265.0,151831.0,1728057.0,13998.0,9099.0,269.0,196.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Central Division (Kampala CCA),Alexandra Medical Centre,ALhT5C3QAHi,Alexandra Medical Centre,,,,533.0,40.0,707.0,2390.0,91.0,599.0,41.0,288.0,32.0
2022,2022,2022,,MOH - Uganda,South Central,Wakiso District,Massajja Division,Alexas Medical Centre HC III,RKLk7ZoxUHb,Alexas Medical Centre HC III,,,,338.0,95.0,239.0,,,75.0,31.0,164.0,71.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Makindye Division,Alfa Dental Clinic,z8i4QbSwZDk,Alfa Dental Clinic,,,,969.0,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Nakawa Division,Ali Care Medical Centre,zAeIWjlLZBO,Ali Care Medical Centre,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Central Division (Kampala CCA),Ali Medical Services HC II,eOEURVD1JBA,Ali Medical Services HC II,,,,851.0,55.0,141.0,19.0,87.0,60.0,22.0,78.0,12.0
2022,2022,2022,,MOH - Uganda,Teso,Katakwi District,Katakwi Subcounty,Aliakamer HC III,QdaoAlMf1Tz,Aliakamer HC III,,,,12252.0,1125.0,10397.0,59451.0,4769806.0,10070.0,5882.0,269.0,161.0
2022,2022,2022,,MOH - Uganda,West Nile,Yumbe District,Kululu Subcounty,Aliapi HC II,BCZsCRvBWTa,Aliapi HC II,,,,9808.0,7339.0,8845.0,133410.0,5111310.0,8806.0,7211.0,,
2022,2022,2022,,MOH - Uganda,West Nile,Obongi District,Ewafa Subcounty,Aliba HC III,AZRfSZ46cbp,Aliba HC III,,,87.0,6850.0,2833.0,4715.0,58876.0,59567592.0,3686.0,2467.0,850.0,373.0
2022,2022,2022,,MOH - Uganda,Lango,Lira District,Amach Subcounty,Alik HC II,uw6cL0Wrx8k,Alik HC II,,,,12389.0,6263.0,9113.0,22694.0,1280363.0,6604.0,4672.0,2609.0,1584.0
2022,2022,2022,,MOH - Uganda,Acholi,Pader District,Lapul Subcounty,Alim HC II,SFDIr8urO72,Alim HC II,,,,5161.0,3826.0,5254.0,111225.0,764108.0,5236.0,4094.0,,
2022,2022,2022,,MOH - Uganda,Bunyoro,Masindi District,Pakanyi Subcounty,Alimugonza HC II,Gohyg1mIhi6,Alimugonza HC II,,,,1152.0,906.0,987.0,1800.0,38922.0,924.0,756.0,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Makindye Division,Alinda Orthopaedic Clinic HC II,D0ED1fGVzaL,Alinda Orthopaedic Clinic HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Lango,Oyam District,Iceme Subcounty,Alira HC II,kJRTTFJR9io,Alira HC II,,,,4834.0,3945.0,4533.0,71305.0,246240.0,4525.0,3642.0,8.0,8.0
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Rubaga Division,Alison Medical Center HC II,yjOK1KW77KI,Alison Medical Center HC II,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Teso,Kapelebyong District,Obalanga Subcounty,Alito HC II,R95ybrwz0Fz,Alito HC II,,,,2084.0,869.0,1913.0,94712.0,3060789.0,1909.0,1340.0,4.0,
2022,2022,2022,,MOH - Uganda,Lango,Kole District,Alito Subcounty,Alito HC III,avAlXE2E7Re,Alito HC III,,,,6359.0,4245.0,6210.0,35173.0,356940.0,5329.0,4215.0,881.0,478.0
2022,2022,2022,,MOH - Uganda,Lango,Kole District,Alito Subcounty,Alito Medical Clinic,gT0WEPksBPT,Alito Medical Clinic,,,,,,,,,,,,
2022,2022,2022,,MOH - Uganda,Kampala,Kampala District,Makindye Division,Alive Medical Services Special Clinic,PHhcBpjIWvL,Alive Medical Services Special Clinic,,,,17795.0,165.0,2292.0,87.0,41220.0,20.0,1.0,2287.0,195.0
