"location_name","parent","latitude","longitude","location_id","level","path_to_top_parent","authority","facility_level","operational_status","organisation_unit_levels","ownership"
"Adwir HC II","VvSRAEcdc5o",2.29121,33.4727,"klwx6rSe63o",5,"akV6429SUqu,DWPnYhoqza0,p7EEgDEX3jT,VvSRAEcdc5o,klwx6rSe63o","MOH","HC II","Functional","Health Facilities","GOV"
"Adwoki Maternity Home","ak3LSCYUzzc",NA,NA,"I6dPpBBTk04",5,"akV6429SUqu,DWPnYhoqza0,wMQ25dybdgH,ak3LSCYUzzc,I6dPpBBTk04","Private",NA,"Functional","Health Facilities","PFP"
"Adyeda Baracks HC II","Lg96gQU7KFN",NA,NA,"NYF35p8MsAW",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,Lg96gQU7KFN,NYF35p8MsAW",NA,"HC II","Functional","Health Facilities","GOV"
"Adyegi HC II","xuuOj2eAPqb",2.09911,32.37771,"z2gOui585Sl",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,xuuOj2eAPqb,z2gOui585Sl","MOH","HC II","Functional","Health Facilities","GOV"
"Adyel HC III","OvJyCqX93Di",NA,NA,"wHkTdzF4SpR",5,"akV6429SUqu,DWPnYhoqza0,ullSvMrkHdi,OvJyCqX93Di,wHkTdzF4SpR","MOH","HC III","Functional","Health Facilities","GOV"
"Aeket HC II","yTUn4OdHAs4",2.3294,33.68005,"b9epW1JQKWV",5,"akV6429SUqu,r0GhWtmPHDj,mvN9LBbpf7X,yTUn4OdHAs4,b9epW1JQKWV","MOH","HC II","Functional","Health Facilities","GOV"
"Aero Medical Center HC II","MhOYaJ7W537",NA,NA,"nJpOMVvfqsv",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,MhOYaJ7W537,nJpOMVvfqsv","Private","HC II","Functional","Health Facilities","PFP"
"Aestram Medical Centre HC II","LYuMx5oPsR5",NA,NA,"IQS9JC6tLqf",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,IQS9JC6tLqf","Private","HC II","Functional","Health Facilities","PFP"
"Afaayo Medical Centre HC II","FbuhMjEaMXt",NA,NA,"b1q8b2dPv7x",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,b1q8b2dPv7x","Private","HC II","Non-Functional","Health Facilities","PFP"
"Afayo Clinic HC II","oweSpFBNbmi",NA,NA,"nC1oMDxIYAV",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,nC1oMDxIYAV","Private","HC II","Functional","Health Facilities","PFP"
"Afia Bora Medical Center Clinic","ajaV3Ug1PuP",NA,NA,"ZRBqBbpBodi",5,"akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y,ajaV3Ug1PuP,ZRBqBbpBodi","Private","Clinic","Functional","Health Facilities","PFP"
"Afoji HC II","FH7eT8hveKf",NA,NA,"aEvCseBkEDr",5,"akV6429SUqu,BD3XaQ7cQAp,W0kQBddyGyh,FH7eT8hveKf,aEvCseBkEDr","MOH","HC II","Functional","Health Facilities","GOV"
"Afram Dental Surgery HC II","zNdkt1W9dcu",NA,NA,"RYjPNztwgsb",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,RYjPNztwgsb","Private","HC II","Functional","Health Facilities","PFP"
"Africa with Love Clinic","kimHkD6SIvJ",NA,NA,"PGeRjyaiGsg",5,"akV6429SUqu,IEU0FjDAhBP,KJkbK1YhjFb,kimHkD6SIvJ,PGeRjyaiGsg","Private","Clinic","Functional","Health Facilities","PFP"
"African Centre For Treatment and Rehabilitation Of Torture Victims HC II","LYuMx5oPsR5",NA,NA,"hqnNEwgPs0M",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,hqnNEwgPs0M","CBO","HC II","Functional","Health Facilities","PNFP"
"Africure Medical Center","ajaV3Ug1PuP",NA,NA,"Gv6gOC3pJAJ",5,"akV6429SUqu,QBPg7KKCeoA,KhT80mlwJ3Y,ajaV3Ug1PuP,Gv6gOC3pJAJ","Private","Clinic","Functional","Health Facilities","PFP"
"Afya Clinic","pjmeTd63e5Q",NA,NA,"gXiG10Hmt7w",5,"akV6429SUqu,G0rlphd2tcD,aPhSZRinfbg,pjmeTd63e5Q,gXiG10Hmt7w","Private","Clinic","Functional","Health Facilities","PFP"
"Afya Kamili HC III","Lrz2RTu4m7z",0.178694,30.077756,"d8wJvZXLzrK",5,"akV6429SUqu,JZhJ50nOirX,aa8xVDzSpte,Lrz2RTu4m7z,d8wJvZXLzrK","Private","HC III","Functional","Health Facilities","PFP"
"Aga Khan Acacia Clinic HC II","zNdkt1W9dcu",NA,NA,"vLAcz6G3NjH",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,vLAcz6G3NjH","Private","HC II","Functional","Health Facilities","PFP"
"Aga Khan Bugolobi Clinic HC II","kKEBeO1LL7S",NA,NA,"jbatTSEbtsn",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,kKEBeO1LL7S,jbatTSEbtsn","Private","HC II","Functional","Health Facilities","PFP"
"Aga Khan DTB Clinic HC II","zNdkt1W9dcu",NA,NA,"aZC9r2VDNby",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,aZC9r2VDNby","Private","HC II","Functional","Health Facilities","PFP"
"Agali Awamu Medical Centre HC III","l0LizWT16CQ",NA,NA,"c9KVejXGqhP",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,l0LizWT16CQ,c9KVejXGqhP","Private","HC III","Functional","Health Facilities","PFP"
"Agali HC III","msdmNNK8OGv",2.1275,33.11322,"I9nJzN3m8qL",5,"akV6429SUqu,DWPnYhoqza0,Lj8t70RYnEt,msdmNNK8OGv,I9nJzN3m8qL","MOH","HC III","Functional","Health Facilities","GOV"
"Agali Top Quality Clinic HC II","oweSpFBNbmi",NA,NA,"jNdtzzeIbNg",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,jNdtzzeIbNg","Private","HC II","Functional","Health Facilities","PFP"
"Agaliawamu Clinic","oweSpFBNbmi",NA,NA,"vQnCilUme6q",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,vQnCilUme6q","Private","HC II","Functional","Health Facilities","PFP"
"Aganga HC II","FEIP4B06TTS",1.76227,32.18652,"Qjo6d9XrGLZ",5,"akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq,FEIP4B06TTS,Qjo6d9XrGLZ","MOH","HC II","Functional","Health Facilities","GOV"
"Agape Drugshop","XTljgoHlV32",NA,NA,"vR1NTVCPAox",5,"akV6429SUqu,DWPnYhoqza0,Y4LV8xqkv6J,XTljgoHlV32,vR1NTVCPAox","Private","Drug Shop","Functional",NA,"PFP"
"Agape Medical Centre HC III","oyIJV2TSFLe",NA,NA,"JaIYQr2BXHb",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,oyIJV2TSFLe,JaIYQr2BXHb","Private","HC III","Functional","Health Facilities","PFP"
"Agape Nursing Home HC III","amqLFDsy2mP",0.91937,31.76535,"Jap4sosMZZN",5,"akV6429SUqu,Dl9WvtvDs5V,GLHh0BXys9w,amqLFDsy2mP,Jap4sosMZZN","Private","HC III","Functional","Health Facilities","PFP"
"Agaria HC II","l2rFeHo9dfd",1.35049,33.78289,"l9hCccYpw87",5,"akV6429SUqu,r0GhWtmPHDj,saT18HClZoz,l2rFeHo9dfd,l9hCccYpw87","MOH","HC II","Functional","Health Facilities","GOV"
"Ageno Drugshop","lEUPQBvOtge",NA,NA,"Pt5JdbbEF6k",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,lEUPQBvOtge,Pt5JdbbEF6k","Private","Drug Shop","Functional",NA,"PFP"
"Ages Health Care HC II","h7rS7d8M2jI",NA,NA,"CSzg0bIBkCh",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,h7rS7d8M2jI,CSzg0bIBkCh","Private","HC II","Non-Functional","Health Facilities","PFP"
"Ageteraine Nursing Home HC II","ELU3iXYKacy",NA,NA,"Qlkl4NZqpFm",5,"akV6429SUqu,JZhJ50nOirX,R1x33oSVR1M,ELU3iXYKacy,Qlkl4NZqpFm","Private","HC II","Functional","Health Facilities","PFP"
"Aggie Pharmacy & Clinic HC II","FbuhMjEaMXt",NA,NA,"ewuJHi84Wld",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,ewuJHi84Wld","Private","HC II","Non-Functional","Health Facilities","PFP"
"Agiermach HC III","W6dgKKl8WCg",2.57507,30.86262,"vFo5oNkc7Nn",5,"akV6429SUqu,BD3XaQ7cQAp,A4aGXEfdb8P,W6dgKKl8WCg,vFo5oNkc7Nn","UCMB","HC III","Functional","Health Facilities","PNFP"
"Agirigiroi HC II","e1uAyULbNqU",1.93492,33.59886,"PCvI4E289K1",5,"akV6429SUqu,r0GhWtmPHDj,srmGjHrpVE5,e1uAyULbNqU,PCvI4E289K1","MOH","HC II","Functional","Health Facilities","GOV"
"Agojo HC II","xiFyzChOvlR",3.42434,31.72344,"a8NfqlGUC18",5,"akV6429SUqu,BD3XaQ7cQAp,QYiQ2KqgCxj,xiFyzChOvlR,a8NfqlGUC18","MOH","HC II","Functional","Health Facilities","GOV"
"Agonga HC II","yTUn4OdHAs4",2.2464,33.58655,"EWb0gMfNpiq",5,"akV6429SUqu,r0GhWtmPHDj,mvN9LBbpf7X,yTUn4OdHAs4,EWb0gMfNpiq","MOH","HC II","Functional","Health Facilities","GOV"
"Agonga Karine Community HC II","xN3BZZ5MtYs",NA,NA,"CkUZza1MI3Y",5,"akV6429SUqu,SUvODYOcaVf,szlrGpmFlu9,xN3BZZ5MtYs,CkUZza1MI3Y","UPMB","HC II","Functional","Health Facilities","PNFP"
"Agoro HC III","pTX9sgiNkqB",3.80292,33.01783,"tvKjvN8d4rR",5,"akV6429SUqu,SUvODYOcaVf,xy0M4HhjXtD,pTX9sgiNkqB,tvKjvN8d4rR","MOH","HC III","Functional","Health Facilities","GOV"
"Agu HC III","pv2sbE1glyI",1.4736,33.72305,"S70E0FJrMtU",5,"akV6429SUqu,r0GhWtmPHDj,aj4hsYK3dVm,pv2sbE1glyI,S70E0FJrMtU","MOH","HC III","Functional","Health Facilities","GOV"
"Agule  Prison Clinic","cdnlhhlkqJ1",NA,NA,"cVcvIS0HJ12",5,"akV6429SUqu,QBPg7KKCeoA,WiVj4bEhX4P,cdnlhhlkqJ1,cVcvIS0HJ12","UPS","HC II","Functional",NA,"GOV"
"Agule Community HC III","cdnlhhlkqJ1",NA,NA,"ULxokAFLmD2",5,"akV6429SUqu,QBPg7KKCeoA,WiVj4bEhX4P,cdnlhhlkqJ1,ULxokAFLmD2","CBO","HC III","Functional","Health Facilities","PNFP"
"Agule HC III","oXDbP9pzK0u",1.28066,33.71188,"aMrHxMQoKXP",5,"akV6429SUqu,QBPg7KKCeoA,WiVj4bEhX4P,oXDbP9pzK0u,aMrHxMQoKXP","MOH","HC III","Functional","Health Facilities","GOV"
"Agulurude HC III","Lg96gQU7KFN",2.2945,32.6103,"aes9vvQi4Df",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,Lg96gQU7KFN,aes9vvQi4Df","MOH","HC III","Functional","Health Facilities","GOV"
"Agurut HC II","Q9dlhYRxdUL",1.46231,33.89529,"D6wxWnyZ0vc",5,"akV6429SUqu,r0GhWtmPHDj,saT18HClZoz,Q9dlhYRxdUL,D6wxWnyZ0vc","MOH","HC II","Functional","Health Facilities","GOV"
"Agwatta HC III","ak3LSCYUzzc",1.984366,33.048827,"sYHZIUFx50X",5,"akV6429SUqu,DWPnYhoqza0,wMQ25dybdgH,ak3LSCYUzzc,sYHZIUFx50X","MOH","HC III","Functional","Health Facilities","GOV"
"Ahamadine Day Care Clinic HC II","RQ4bTHOso6m",NA,NA,"U96HiItNahB",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,RQ4bTHOso6m,U96HiItNahB","Private","HC II","Functional","Health Facilities","PFP"
"Ahamadiya HC IV","OltIU5j6TaY",NA,NA,"potmv2l4HbN",5,"akV6429SUqu,Dt6qdenPX1E,ALFFOStwtqW,OltIU5j6TaY,potmv2l4HbN","UMMB","HC IV","Functional","Health Facilities","PNFP"
"Ahumuza Winnie Consultants Clinic","f82sIZY6sXk",NA,NA,"r4O4WMmqbS8",5,"akV6429SUqu,JZhJ50nOirX,uCVQXAdKqL9,f82sIZY6sXk,r4O4WMmqbS8","Private","Clinic","Functional","Health Facilities","PFP"
"Aica Medical Centre","HCWtiGYq30x",NA,NA,"ZBPe0cQ3opj",5,"akV6429SUqu,r0GhWtmPHDj,saT18HClZoz,HCWtiGYq30x,ZBPe0cQ3opj","Private","HC II","Non-Functional","Health Facilities","PFP"
"AIDS Information Centre (Arua) Special Clinic","BJc6aAKfEdk",NA,NA,"XpJak3aZzRX",5,"akV6429SUqu,BD3XaQ7cQAp,iQTVPmAJPkr,BJc6aAKfEdk,XpJak3aZzRX","AIC",NA,"Functional","Health Facilities","PNFP"
"AIDS Information Centre (Jinja) Special Clinic","dIryCQvB5SO",NA,NA,"ndyRWKL0fDH",5,"akV6429SUqu,Wd1lV9Qdj4o,wRApaxY2zJf,dIryCQvB5SO,ndyRWKL0fDH","AIC",NA,"Functional","Health Facilities","PNFP"
"AIDS Information Centre (Kabale) Special Clinic","DiPNrbcTMu7",NA,NA,"s0sTvb5DnDP",5,"akV6429SUqu,G0rlphd2tcD,zBIpPzKYFLp,DiPNrbcTMu7,s0sTvb5DnDP","AIC",NA,"Functional","Health Facilities","PNFP"
"AIDS Information Centre (Kampala) Special Clinic","zNdkt1W9dcu",0.30757,32.56755,"rxoAz9lkuSi",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,rxoAz9lkuSi","AIC",NA,"Functional","Health Facilities","PNFP"
"AIDS Information Centre (Lira) Special Clinic","siFCXpF47oz",NA,NA,"b27exHAFNPv",5,"akV6429SUqu,DWPnYhoqza0,ullSvMrkHdi,siFCXpF47oz,b27exHAFNPv","AIC",NA,"Functional","Health Facilities","PNFP"
"AIDS Information Centre (Mbale) Special Clinic","q0BqaYeLsKz",NA,NA,"v9p3jFvYYtP",5,"akV6429SUqu,Dt6qdenPX1E,ALFFOStwtqW,q0BqaYeLsKz,v9p3jFvYYtP","AIC",NA,"Functional","Health Facilities","PNFP"
"AIDS Information Centre (Mbarara) Special Clinic","k7Wgi7O0JdY",NA,NA,"sPWbPZtb3ut",5,"akV6429SUqu,F1o6qBSx783,W7kX446X8Jn,k7Wgi7O0JdY,sPWbPZtb3ut","AIC",NA,"Functional","Health Facilities","PNFP"
"AIDS Information Centre (Soroti) HC II","c3RuJBL6y2x",NA,NA,"p0gQCb29YsS",5,"akV6429SUqu,r0GhWtmPHDj,iRUvO30ij3h,c3RuJBL6y2x,p0gQCb29YsS","AIC","HC II","Functional","Health Facilities","PNFP"
"Aim Medical Centre Clinic","FWvHZdDKXd1",NA,NA,"F8yBwdNB8LA",5,"akV6429SUqu,BD3XaQ7cQAp,W0kQBddyGyh,FWvHZdDKXd1,F8yBwdNB8LA","Private","Clinic","Functional","Health Facilities","PFP"
"Airabet HC II","yTUn4OdHAs4",NA,NA,"MWw3vC4RH99",5,"akV6429SUqu,r0GhWtmPHDj,mvN9LBbpf7X,yTUn4OdHAs4,MWw3vC4RH99","MOH","HC II","Functional","Health Facilities","GOV"
"Aisha Domiciliary Clinic","oweSpFBNbmi",NA,NA,"khbm0rn5EcC",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,khbm0rn5EcC","Private","HC II","Functional","Health Facilities","PFP"
"Ajax Dental Clinic HC II","zNdkt1W9dcu",NA,NA,"z0WgPYIyThL",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,z0WgPYIyThL","Private","HC II","Functional","Health Facilities","PFP"
"Ajeleik HC II","tfAnfdXJwCW",2.04775,33.85938,"arSaR3TWlZL",5,"akV6429SUqu,r0GhWtmPHDj,mvN9LBbpf7X,tfAnfdXJwCW,arSaR3TWlZL","MOH","HC II","Functional","Health Facilities","GOV"
"Ajeluk HC III","YL7WGm3qhJM",1.54869,33.82414,"X8l6y8IN4z9",5,"akV6429SUqu,r0GhWtmPHDj,aj4hsYK3dVm,YL7WGm3qhJM,X8l6y8IN4z9","MOH","HC III","Functional","Health Facilities","GOV"
"Ajeri HC II","uWXVoMSOy5v",3.17313,31.75971,"OLccBxRpUXk",5,"akV6429SUqu,BD3XaQ7cQAp,QYiQ2KqgCxj,uWXVoMSOy5v,OLccBxRpUXk","MOH","HC II","Functional","Health Facilities","GOV"
"Ajia HC III","MfQUi3dPpvc",2.91913,31.02721,"apgOmUgDNge",5,"akV6429SUqu,BD3XaQ7cQAp,WcB3kLlgRTb,MfQUi3dPpvc,apgOmUgDNge","MOH","HC III","Functional","Health Facilities","GOV"
"Ajikoro HC III","ilezOKOQJ4W",3.33926,30.91491,"oexw63IOiAD",5,"akV6429SUqu,BD3XaQ7cQAp,WyR8Eetj7Uw,ilezOKOQJ4W,oexw63IOiAD","MOH","HC III","Functional","Health Facilities","GOV"
"Ajugopi HC II","AbV5pHHSFTU",3.44563,31.91107,"EP9BtvXaTsa",5,"akV6429SUqu,BD3XaQ7cQAp,QYiQ2KqgCxj,AbV5pHHSFTU,EP9BtvXaTsa","MOH","HC II","Functional","Health Facilities","GOV"
"Aka Medical Care Centre HC II","oweSpFBNbmi",NA,NA,"tNZbbbWZuc9",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,oweSpFBNbmi,tNZbbbWZuc9","Private","HC II","Functional","Health Facilities","PFP"
"Akali HC II","mhMXhrnEHGU",2.08447,32.82481,"Vk97ZCCRqHI",5,"akV6429SUqu,DWPnYhoqza0,gCN6sU5BjlR,mhMXhrnEHGU,Vk97ZCCRqHI","MOH","HC II","Functional","Health Facilities","GOV"
"Akalo HC III","DTtuY2aAGcc",2.14899,32.83888,"h9Jydxolx2q",5,"akV6429SUqu,DWPnYhoqza0,Y4LV8xqkv6J,DTtuY2aAGcc,h9Jydxolx2q","MOH","HC III","Functional","Health Facilities","GOV"
"Akambye Health","a92Lyf8Vnrg",NA,NA,"XqLaFT52ll0",5,"akV6429SUqu,Wd1lV9Qdj4o,aJR2ZxSH7g4,a92Lyf8Vnrg,XqLaFT52ll0","CBO","Clinic","Non-Functional","Health Facilities","PFP"
"Akangi HC II","MaMG7y4TKz4",2.3889,32.97584,"ApVyWDny4Sz",5,"akV6429SUqu,DWPnYhoqza0,Lj8t70RYnEt,MaMG7y4TKz4,ApVyWDny4Sz","MOH","HC II","Functional","Health Facilities","GOV"
"Akankwasa Dental Clinic HC II","FbuhMjEaMXt",NA,NA,"fY7C3FiX3rP",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,FbuhMjEaMXt,fY7C3FiX3rP","Private","HC II","Functional","Health Facilities","PFP"
"Akeriau HC III","zLlDlWXIaK6",2.03784,33.38839,"lGdKcxEQz4E",5,"akV6429SUqu,r0GhWtmPHDj,TM6ccNxawqy,zLlDlWXIaK6,lGdKcxEQz4E","MOH","HC III","Functional","Health Facilities","GOV"
"Aketa HC III","bZBIK5nSjJS",2.11533,33.95066,"fFMFDu21aWq",5,"akV6429SUqu,r0GhWtmPHDj,cSrCFjPKqcG,bZBIK5nSjJS,fFMFDu21aWq","MOH","HC III","Functional","Health Facilities","GOV"
"Akia St. Francis HC II","LWUX581FhMd",2.23549,32.96746,"XLZVJib9KN7",5,"akV6429SUqu,DWPnYhoqza0,ullSvMrkHdi,LWUX581FhMd,XLZVJib9KN7","UCMB","HC II","Functional","Health Facilities","PNFP"
"Akide HC II","vhBrLJBbs8t",1.59938,34.04329,"Kf1o8kvbbaS",5,"akV6429SUqu,r0GhWtmPHDj,saT18HClZoz,vhBrLJBbs8t,Kf1o8kvbbaS","MOH","HC II","Functional","Health Facilities","GOV"
"Akilok HC II","iDEPY2bO8nQ",3.55495,33.48407,"GHx4dLfIox3",5,"akV6429SUqu,SUvODYOcaVf,pnTVIF5v27r,iDEPY2bO8nQ,GHx4dLfIox3","MOH","HC II","Functional","Health Facilities","GOV"
"Akino HC II","NmKQP1XcgKJ",2.7341,31.18708,"J030lvmEXQ2",5,"akV6429SUqu,BD3XaQ7cQAp,bLoH4VbxCGI,NmKQP1XcgKJ,J030lvmEXQ2","MOH","HC II","Functional","Health Facilities","GOV"
"Akoboi (Serere) HC II","ERioiaRYt58",1.57369,33.41865,"xEN68HYkacl",5,"akV6429SUqu,r0GhWtmPHDj,zJfpujxC1kD,ERioiaRYt58,xEN68HYkacl","MOH","HC II","Functional","Health Facilities","GOV"
"Akoboi HC II","Y4NFDi1A36x",1.853975,33.9491,"usd4FQttAvy",5,"akV6429SUqu,r0GhWtmPHDj,cSrCFjPKqcG,Y4NFDi1A36x,usd4FQttAvy","MOH","HC II","Functional","Health Facilities","GOV"
"Akokoro HC III","ae3r7yqNpat",1.69949,32.39149,"rjOHz4O83zh",5,"akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq,ae3r7yqNpat,rjOHz4O83zh","MOH","HC III","Functional","Health Facilities","GOV"
"Akugoba Domecillian HC II","LYuMx5oPsR5",NA,NA,"TAljihCTOJH",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,TAljihCTOJH","Private","HC II","Functional","Health Facilities","PFP"
"Akugoba HC III","LYuMx5oPsR5",NA,NA,"ErYS7SJW4ZT",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,LYuMx5oPsR5,ErYS7SJW4ZT","Private","HC III","Functional","Health Facilities","PFP"
"Akugoba Medical Clinic","l0LizWT16CQ",NA,NA,"lhSlFHmI1yT",5,"akV6429SUqu,IEU0FjDAhBP,aIahLLmtvgT,l0LizWT16CQ,lhSlFHmI1yT","Private","HC II","Non-Functional","Health Facilities","PFP"
"Akuna Laber HC III","aUTx89Nc5z1",3.207657,33.096815,"aWMoXZucGiV",5,"akV6429SUqu,SUvODYOcaVf,pnTVIF5v27r,aUTx89Nc5z1,aWMoXZucGiV","MOH","HC III","Functional","Health Facilities","GOV"
"Akuoro HC III","apXGr1f8l9D",NA,NA,"igQEGimwVo2",5,"akV6429SUqu,r0GhWtmPHDj,tdZbtg9sZkO,apXGr1f8l9D,igQEGimwVo2","MOH","HC III","Functional","Health Facilities","GOV"
"Akura HC II","asCoXu0PHpL",2.35375,33.10387,"zkvmBd2YoxG",5,"akV6429SUqu,DWPnYhoqza0,p7EEgDEX3jT,asCoXu0PHpL,zkvmBd2YoxG","MOH","HC II","Functional","Health Facilities","GOV"
"Akurao HC II","vJLeTItF2kD",1.68467,33.95212,"go8pa2yrjbk",5,"akV6429SUqu,r0GhWtmPHDj,cSrCFjPKqcG,vJLeTItF2kD,go8pa2yrjbk","MOH","HC II","Functional","Health Facilities","GOV"
"Akurumor HC II","iDEPY2bO8nQ",NA,NA,"QgpawnbKpCj",5,"akV6429SUqu,SUvODYOcaVf,pnTVIF5v27r,iDEPY2bO8nQ,QgpawnbKpCj","MOH","HC II","Functional","Health Facilities","GOV"
"Akwangi HC II","hNRHAcDywTL",2.39554,32.58937,"z035qUkEmvF",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,hNRHAcDywTL,z035qUkEmvF","MOH","HC II","Functional","Health Facilities","GOV"
"Akwata Empora Clinic HC II","zNdkt1W9dcu",NA,NA,"JqnkRzo5i03",5,"akV6429SUqu,GIpyzaSuEgM,aXmBzv61LbM,zNdkt1W9dcu,JqnkRzo5i03","Private","HC II","Functional","Health Facilities","PFP"
"Akwehaire Maternity Clinic","d27fZPZvPV9",NA,NA,"LM1WpLYwQXt",5,"akV6429SUqu,yx0ieyZNF0l,orgY0d5MJa9,d27fZPZvPV9,LM1WpLYwQXt","Private","Clinic","Functional","Health Facilities","PFP"
"Akworo HC II","YxleBIY0wms",NA,NA,"pkhPSHZSnr3",5,"akV6429SUqu,SUvODYOcaVf,xy0M4HhjXtD,YxleBIY0wms,pkhPSHZSnr3","UNHCR","HC II","Functional","Health Facilities","GOV"
"Akworo HC III","yeA4jdSqetI",2.246568,31.220406,"gBiYU9OJgsv",5,"akV6429SUqu,BD3XaQ7cQAp,Xjc0LDFa5gW,yeA4jdSqetI,gBiYU9OJgsv","MOH","HC III","Functional","Health Facilities","GOV"
"Al-Hijira HC III","D6apc5s4Bwt",NA,NA,"SYUCRivGRom",5,"akV6429SUqu,Dl9WvtvDs5V,x75Yh65MaUa,D6apc5s4Bwt,SYUCRivGRom","UMMB","HC III","Functional","Health Facilities","PNFP"
"Al-Shafa Medical Centre Hospital","aQdwdYyr6GL",NA,NA,"qXap2NIu04L",5,"akV6429SUqu,Wd1lV9Qdj4o,wRApaxY2zJf,aQdwdYyr6GL,qXap2NIu04L","Private","Hospital","Functional","Health Facilities","PFP"
"Alado HC II","FEIP4B06TTS",1.8996,32.43298,"CVoCN3sspyt",5,"akV6429SUqu,DWPnYhoqza0,JyZJhGXKeEq,FEIP4B06TTS,CVoCN3sspyt","MOH","HC II","Functional","Health Facilities","GOV"
"Alakas HC II","B9NWy5hoq0C",1.84317,34.90565,"etUWDKFTBfq",5,"akV6429SUqu,jdlbNUwJiKX,a8RHFdF4DXL,B9NWy5hoq0C,etUWDKFTBfq","MOH","HC II","Functional","Health Facilities","GOV"
"Alangi HC III","LCwXysTFNOm",2.58405,30.80899,"apEUhKfLxjY",5,"akV6429SUqu,BD3XaQ7cQAp,A4aGXEfdb8P,LCwXysTFNOm,apEUhKfLxjY","MOH","HC III","Functional","Health Facilities","GOV"
"Alango HC II","vQKpKZlZE6x",2.46657,33.18819,"YkLkGLk2Xxz",5,"akV6429SUqu,DWPnYhoqza0,aXjub1BYn1y,vQKpKZlZE6x,YkLkGLk2Xxz","MOH","HC II","Functional","Health Facilities","GOV"
"Alanyi HC III","i8gkuINdorl",2.13244,33.26303,"pk373UmcJEF",5,"akV6429SUqu,DWPnYhoqza0,p7EEgDEX3jT,i8gkuINdorl,pk373UmcJEF","UCMB","HC III","Functional","Health Facilities","PNFP"
"Alao Drugshop","amLhY9BnViS",NA,NA,"ENFLbDDrMqD",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,amLhY9BnViS,ENFLbDDrMqD","Private","Drug Shop","Functional",NA,"PFP"
"Alao HC II","amLhY9BnViS",2.3508,32.53993,"ZQ98MZqjZIl",5,"akV6429SUqu,DWPnYhoqza0,xpIFdCMhVHG,amLhY9BnViS,ZQ98MZqjZIl","MOH","HC II","Functional","Health Facilities","GOV"
"Alapata HC II","VFQwTt1dbwy",NA,NA,"qBVBH0yzctn",5,"akV6429SUqu,DWPnYhoqza0,wMQ25dybdgH,VFQwTt1dbwy,qBVBH0yzctn","MOH","HC II","Functional","Health Facilities","GOV"
"Alebtong HC IV","OEs6pwU0Lxe",2.26365,33.23659,"RdmsO9Kftg9",5,"akV6429SUqu,DWPnYhoqza0,p7EEgDEX3jT,OEs6pwU0Lxe,RdmsO9Kftg9","MOH","HC IV","Functional","Health Facilities","GOV"
"Alebtong Prison HC II","OEs6pwU0Lxe",NA,NA,"CDfpt3qoQui",5,"akV6429SUqu,DWPnYhoqza0,p7EEgDEX3jT,OEs6pwU0Lxe,CDfpt3qoQui","UPS","HC II","Functional",NA,"GOV"
